contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL251226P00220000,2025-11-24 19:53:54+00:00,220.0,0.23,0.2,0.25,-0.21,-47.727272,458.0,194,0.379889013671875,False,REGULAR,USD
AAPL251226P00225000,2025-11-24 19:29:53+00:00,225.0,0.28,0.27,0.32,-0.24999997,-47.169807,23.0,154,0.3618227880859375,False,REGULAR,USD
AAPL251226P00230000,2025-11-24 20:05:47+00:00,230.0,0.38,0.35,0.4,-0.3,-44.11765,166.0,306,0.34229173339843744,False,REGULAR,USD
AAPL251226P00235000,2025-11-24 20:05:47+00:00,235.0,0.5,0.46,0.52,-0.37,-42.528736,54.0,657,0.32471378417968744,False,REGULAR,USD
AAPL251226P00240000,2025-11-24 20:46:05+00:00,240.0,0.64,0.64,0.68,-0.56000006,-46.66667,36.0,292,0.30713583496093744,False,REGULAR,USD
AAPL251226P00245000,2025-11-24 20:43:31+00:00,245.0,0.85,0.85,0.94,-0.75,-46.875,351.0,670,0.29321995849609367,False,REGULAR,USD
AAPL251226P00250000,2025-11-24 20:22:10+00:00,250.0,1.17,1.2,1.22,-0.90999997,-43.75,466.0,906,0.2740551110839844,False,REGULAR,USD
AAPL251226P00255000,2025-11-24 20:58:02+00:00,255.0,1.64,1.66,1.72,-1.12,-40.579712,200.0,266,0.2611157873535156,False,REGULAR,USD
AAPL251226P00260000,2025-11-24 20:44:05+00:00,260.0,2.19,2.31,2.42,-1.6499999,-42.968746,464.0,1272,0.24829853271484376,False,REGULAR,USD
AAPL251226P00265000,2025-11-24 21:01:41+00:00,265.0,3.25,3.25,3.35,-1.8000002,-35.643566,380.0,515,0.23413851806640623,False,REGULAR,USD
AAPL251226P00270000,2025-11-24 20:58:17+00:00,270.0,4.65,4.6,4.7,-2.0499997,-30.597012,263.0,965,0.2224198852539062,False,REGULAR,USD
AAPL251226P00275000,2025-11-24 20:54:48+00:00,275.0,6.6,6.45,6.55,-2.7999997,-29.787231,409.0,419,0.21192194335937498,False,REGULAR,USD
AAPL251226P00280000,2025-11-24 20:30:33+00:00,280.0,8.4,8.9,8.9,-3.4300003,-28.994085,75.0,54,0.1998981378173828,True,REGULAR,USD
AAPL251226P00285000,2025-11-24 20:06:46+00:00,285.0,11.35,11.9,11.95,-6.449999,-36.23595,40.0,110,0.1907429559326172,True,REGULAR,USD
AAPL251226P00290000,2025-11-24 18:29:35+00:00,290.0,15.18,15.55,16.25,-5.199999,-25.515205,4.0,184,0.2092364233398437,True,REGULAR,USD
AAPL251226P00295000,2025-11-24 17:01:19+00:00,295.0,20.35,19.4,20.6,-4.8899994,-19.374008,3.0,30,0.21912401977539062,True,REGULAR,USD
AAPL251226P00300000,2025-11-24 20:48:32+00:00,300.0,23.4,24.0,25.95,-3.17,-11.930749,3.0,0,0.2718578674316406,True,REGULAR,USD
AAPL251226P00310000,2025-11-20 17:13:30+00:00,310.0,41.18,32.6,35.75,0.0,0.0,2.0,0,0.3275213732910156,True,REGULAR,USD
AAPL251226P00330000,2025-11-14 20:54:12+00:00,330.0,57.6,52.6,55.75,0.0,0.0,,0,0.44360907958984375,True,REGULAR,USD
AAPL251226P00335000,2025-11-13 20:52:50+00:00,335.0,60.42,57.15,60.9,0.0,0.0,,0,0.4805960144042969,True,REGULAR,USD
AAPL251226P00365000,2025-11-18 14:32:49+00:00,365.0,95.85,87.65,91.05,0.0,0.0,,0,0.6395299719238281,True,REGULAR,USD
