contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL251212C00285000,2025-11-24 20:54:53+00:00,285.0,1.92,1.91,1.92,0.4799999,33.333324,2063.0,11025,0.20606262695312497,False,REGULAR,USD
AAPL251212C00290000,2025-11-24 20:53:23+00:00,290.0,0.88,0.88,0.89,0.23000002,35.38462,649.0,2244,0.1991046887207031,False,REGULAR,USD
AAPL251212C00295000,2025-11-24 21:01:39+00:00,295.0,0.37,0.38,0.39,0.06999999,23.33333,725.0,2498,0.19739572143554687,False,REGULAR,USD
AAPL251212C00300000,2025-11-24 20:51:22+00:00,300.0,0.19,0.16,0.17,0.030000001,18.75,840.0,3548,0.1997150341796875,False,REGULAR,USD
AAPL251212C00305000,2025-11-24 21:01:38+00:00,305.0,0.09,0.07,0.09,0.010000005,12.500007,258.0,620,0.20899228515624996,False,REGULAR,USD
AAPL251212C00310000,2025-11-24 19:59:56+00:00,310.0,0.05,0.04,0.05,0.010000002,25.000004,73.0,144,0.21973436523437498,False,REGULAR,USD
AAPL251212C00315000,2025-11-21 15:05:29+00:00,315.0,0.04,0.02,0.04,0.02,100.0,2.0,45,0.23828886718749998,False,REGULAR,USD
AAPL251212C00320000,2025-11-21 17:44:45+00:00,320.0,0.01,0.01,0.04,0.0,0.0,1.0,85,0.26367923828125,False,REGULAR,USD
AAPL251212C00325000,2025-11-18 18:53:27+00:00,325.0,0.03,0.01,0.03,0.01,50.0,2.0,202,0.27930408203124996,False,REGULAR,USD
AAPL251212C00330000,2025-11-24 19:26:32+00:00,330.0,0.01,0.01,0.03,0.0,0.0,2.0,30,0.3007882421875,False,REGULAR,USD
AAPL251212C00335000,2025-11-20 16:08:36+00:00,335.0,0.01,0.0,0.03,0.0,0.0,5.0,33,0.3242255078124999,False,REGULAR,USD
AAPL251212C00340000,2025-11-17 19:13:05+00:00,340.0,0.01,0.0,0.02,0.0,0.0,100.0,160,0.3320379296875,False,REGULAR,USD
AAPL251212C00345000,2025-11-21 19:21:14+00:00,345.0,0.01,0.0,0.02,0.0,0.0,1.0,3,0.35156898437499995,False,REGULAR,USD
AAPL251212C00350000,2025-11-21 17:52:52+00:00,350.0,0.01,0.0,0.02,0.0,0.0,4.0,23,0.3711000390625,False,REGULAR,USD
AAPL251212C00380000,2025-11-21 17:52:54+00:00,380.0,0.01,0.0,0.01,0.0,0.0,2.0,2,0.45313046875,False,REGULAR,USD
AAPL251212C00390000,2025-11-06 18:52:22+00:00,390.0,0.01,0.0,0.01,0.0,0.0,,1,0.49219257812500006,False,REGULAR,USD
AAPL251212C00400000,2025-11-06 18:52:22+00:00,400.0,0.01,0.0,0.01,0.0,0.0,,1,0.500005,False,REGULAR,USD
